0 0 0 0 0 0 0 0 0.920574357413968
1 0 0 0 0 0 0 0 0.920585132725576
0 1 0 0 0 0 0 0 0.920602778577299
1 1 0 0 0 0 0 0 0.920649079235301
0 0 1 0 0 0 0 0 0.92060104832355
1 0 1 0 0 0 0 0 0.952129840028215
0 1 1 0 0 0 0 0 0.920631074464659
1 1 1 0 0 0 0 0 0.952138746162717
0 0 0 1 0 0 0 0 0.920597547181811
1 0 0 1 0 0 0 0 0.920637194926424
0 1 0 1 0 0 0 0 0.956552711743303
1 1 0 1 0 0 0 0 0.965133727260643
0 0 1 1 0 0 0 0 0.920636197696994
1 0 1 1 0 0 0 0 0.966696700916414
0 1 1 1 0 0 0 0 0.962090664120209
1 1 1 1 0 0 0 0 0.965458705974723
0 0 0 0 1 0 0 0 0.92060920484104
1 0 0 0 1 0 0 0 0.920643149415201
0 1 0 0 1 0 0 0 0.920600503048063
1 1 0 0 1 0 0 0 0.95212700285167
0 0 1 0 1 0 0 0 0.920633408870051
1 0 1 0 1 0 0 0 0.952135538961246
0 1 1 0 1 0 0 0 0.920629746764758
1 1 1 0 1 0 0 0 0.952151039027989
0 0 0 1 1 0 0 0 0.952133230636117
1 0 0 1 1 0 0 0 0.966839531537317
0 1 0 1 1 0 0 0 0.920655813450386
1 1 0 1 1 0 0 0 0.966695541549562
0 0 1 1 1 0 0 0 0.966818393230799
1 0 1 1 1 0 0 0 0.966695594931064
0 1 1 1 1 0 0 0 0.966712206434572
1 1 1 1 1 0 0 0 0.966712249952695
0 0 0 0 0 1 0 0 0.920574362229417
1 0 0 0 0 1 0 0 0.920580970412882
0 1 0 0 0 1 0 0 0.920606013391796
1 1 0 0 0 1 0 0 0.939941202941115
0 0 1 0 0 1 0 0 0.920593182970909
1 0 1 0 0 1 0 0 0.920638810478726
0 1 1 0 0 1 0 0 0.920633802493561
1 1 1 0 0 1 0 0 0.950151170919741
0 0 0 1 0 1 0 0 0.920601094263749
1 0 0 1 0 1 0 0 0.920623342296332
0 1 0 1 0 1 0 0 0.952120862199093
1 1 0 1 0 1 0 0 0.952143405573204
0 0 1 1 0 1 0 0 0.920616763624265
1 0 1 1 0 1 0 0 0.952122793871633
0 1 1 1 0 1 0 0 0.966712394561833
1 1 1 1 0 1 0 0 0.961733233401797
0 0 0 0 1 1 0 0 0.920614980673795
1 0 0 0 1 1 0 0 0.920611544636649
0 1 0 0 1 1 0 0 0.920597542734919
1 1 0 0 1 1 0 0 0.95211036000841
0 0 1 0 1 1 0 0 0.928934365719502
1 0 1 0 1 1 0 0 0.95211739872849
0 1 1 0 1 1 0 0 0.925024281547733
1 1 1 0 1 1 0 0 0.9521513018538
0 0 0 1 1 1 0 0 0.966712381699827
1 0 0 1 1 1 0 0 0.920654245650562
0 1 0 1 1 1 0 0 0.920648464687454
1 1 0 1 1 1 0 0 0.952136649937254
0 0 1 1 1 1 0 0 0.920650345480009
1 0 1 1 1 1 0 0 0.95213523730836
0 1 1 1 1 1 0 0 0.964296936275346
1 1 1 1 1 1 0 0 0.966229092256674
0 0 0 0 0 0 1 0 0.920603103901437
1 0 0 0 0 0 1 0 0.92062028748036
0 1 0 0 0 0 1 0 0.966674985184933
1 1 0 0 0 0 1 0 0.964262519387568
0 0 1 0 0 0 1 0 0.92063502725827
1 0 1 0 0 0 1 0 0.966696208806109
0 1 1 0 0 0 1 0 0.965855206954615
1 1 1 0 0 0 1 0 0.964616170857032
